"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Morning workout ☀️","24 Dec 2024, 10:54","24 Dec 2024, 11:55","","Seated Leg Curl (Machine)",,"",3,"normal",100,11,,,
"Morning workout ☀️","24 Dec 2024, 10:54","24 Dec 2024, 11:55","","Single Leg Extensions",,"",0,"normal",40,10,,,
"Morning workout ☀️","24 Dec 2024, 10:54","24 Dec 2024, 11:55","","Single Leg Extensions",,"",1,"normal",40,10,,,
"Morning workout ☀️","24 Dec 2024, 10:54","24 Dec 2024, 11:55","","Single Leg Extensions",,"",2,"normal",40,10,,,
"Morning workout ☀️","24 Dec 2024, 10:54","24 Dec 2024, 11:55","","Single Leg Extensions",,"",3,"normal",40,10,,,
"Morning workout ☀️","24 Dec 2024, 10:54","24 Dec 2024, 11:55","","Cable Crunch",,"",0,"normal",93.5,15,,,
"Morning workout ☀️","24 Dec 2024, 10:54","24 Dec 2024, 11:55","","Cable Crunch",,"",1,"normal",93.5,15,,,
"Morning workout ☀️","24 Dec 2024, 10:54","24 Dec 2024, 11:55","","Back Extension (Weighted Hyperextension)",,"",0,"normal",90,12,,,
"Morning workout ☀️","24 Dec 2024, 10:54","24 Dec 2024, 11:55","","Back Extension (Weighted Hyperextension)",,"",1,"normal",90,12,,,
"Morning workout ☀️","24 Dec 2024, 10:54","24 Dec 2024, 11:55","","Back Extension (Weighted Hyperextension)",,"",2,"normal",90,15,,,
"Afternoon workout 💪","23 Dec 2024, 14:43","23 Dec 2024, 16:34","","Bench Press (Barbell)",,"",0,"normal",225,3,,,
"Afternoon workout 💪","23 Dec 2024, 14:43","23 Dec 2024, 16:34","","Bench Press (Barbell)",,"",1,"normal",195,7,,,
"Afternoon workout 💪","23 Dec 2024, 14:43","23 Dec 2024, 16:34","","Bench Press (Barbell)",,"",2,"normal",195,6,,,
"Afternoon workout 💪","23 Dec 2024, 14:43","23 Dec 2024, 16:34","","Bench Press (Barbell)",,"",3,"normal",195,6,,,
"Afternoon workout 💪","23 Dec 2024, 14:43","23 Dec 2024, 16:34","","Incline Bench Press (Dumbbell)",,"",0,"normal",75,10,,,
"Afternoon workout 💪","23 Dec 2024, 14:43","23 Dec 2024, 16:34","","Incline Bench Press (Dumbbell)",,"",1,"normal",75,7,,,
"Afternoon workout 💪","23 Dec 2024, 14:43","23 Dec 2024, 16:34","","Cable Fly Crossovers",,"",0,"normal",40,7,,,
"Afternoon workout 💪","23 Dec 2024, 14:43","23 Dec 2024, 16:34","","Cable Fly Crossovers",,"",1,"normal",35,13,,,
"Afternoon workout 💪","23 Dec 2024, 14:43","23 Dec 2024, 16:34","","Cable Fly Crossovers",,"",2,"normal",35,14,,,
"Afternoon workout 💪","23 Dec 2024, 14:43","23 Dec 2024, 16:34","","Triceps Extension (Cable)",,"",0,"normal",60,13,,,
"Afternoon workout 💪","23 Dec 2024, 14:43","23 Dec 2024, 16:34","","Triceps Extension (Cable)",,"",1,"normal",60,12,,,
"Afternoon workout 💪","23 Dec 2024, 14:43","23 Dec 2024, 16:34","","Triceps Extension (Cable)",,"",2,"normal",60,12,,,
"Afternoon workout 💪","22 Dec 2024, 15:58","22 Dec 2024, 16:56","","Pull Up (Weighted)",,"",0,"normal",35,5,,,
"Afternoon workout 💪","22 Dec 2024, 15:58","22 Dec 2024, 16:56","","Pull Up (Weighted)",,"",1,"normal",35,5,,,
"Afternoon workout 💪","22 Dec 2024, 15:58","22 Dec 2024, 16:56","","Pull Up (Weighted)",,"",2,"normal",35,5,,,
"Afternoon workout 💪","22 Dec 2024, 15:58","22 Dec 2024, 16:56","","Pull Up (Weighted)",,"",3,"normal",35,5,,,
"Afternoon workout 💪","22 Dec 2024, 15:58","22 Dec 2024, 16:56","","Pull Up (Weighted)",,"",4,"normal",,6,,,
"Afternoon workout 💪","22 Dec 2024, 15:58","22 Dec 2024, 16:56","","Lat Pulldown (Cable)",,"",0,"normal",187,8,,,
"Afternoon workout 💪","22 Dec 2024, 15:58","22 Dec 2024, 16:56","","Lat Pulldown (Cable)",,"",1,"normal",187,8,,,
"Afternoon workout 💪","22 Dec 2024, 15:58","22 Dec 2024, 16:56","","Lat Pulldown (Cable)",,"",2,"normal",187,8,,,
"Afternoon workout 💪","22 Dec 2024, 15:58","22 Dec 2024, 16:56","","Seated Cable Row - Bar Wide Grip",,"",0,"normal",165,9,,,
"Afternoon workout 💪","22 Dec 2024, 15:58","22 Dec 2024, 16:56","","Seated Cable Row - Bar Wide Grip",,"",1,"normal",165,8,,,
"Afternoon workout 💪","22 Dec 2024, 15:58","22 Dec 2024, 16:56","","Seated Cable Row - Bar Wide Grip",,"",2,"dropset",165,8,,,
"Afternoon workout 💪","22 Dec 2024, 15:58","22 Dec 2024, 16:56","","Seated Cable Row - Bar Wide Grip",,"",3,"normal",121,13,,,
"Afternoon workout 💪","22 Dec 2024, 15:58","22 Dec 2024, 16:56","","Single Arm Lat Pulldown",,"",0,"normal",70,10,,,
"Afternoon workout 💪","22 Dec 2024, 15:58","22 Dec 2024, 16:56","","Single Arm Lat Pulldown",,"",1,"normal",70,10,,,
"Afternoon workout 💪","22 Dec 2024, 15:58","22 Dec 2024, 16:56","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",49.5,15,,,
"Afternoon workout 💪","22 Dec 2024, 15:58","22 Dec 2024, 16:56","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",49.5,11,,,
"Afternoon workout 💪","22 Dec 2024, 15:58","22 Dec 2024, 16:56","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",49.5,10,,,
"Afternoon workout 💪","22 Dec 2024, 15:58","22 Dec 2024, 16:56","","Seated Incline Curl (Dumbbell)",0,"",0,"normal",30,8,,,
"Afternoon workout 💪","22 Dec 2024, 15:58","22 Dec 2024, 16:56","","Seated Incline Curl (Dumbbell)",0,"",1,"normal",30,5,,,
"Afternoon workout 💪","22 Dec 2024, 15:58","22 Dec 2024, 16:56","","Bicep Curl (Dumbbell)",0,"",0,"normal",30,7,,,
"Afternoon workout 💪","22 Dec 2024, 15:58","22 Dec 2024, 16:56","","Bicep Curl (Dumbbell)",0,"",1,"dropset",30,4,,,
"Afternoon workout 💪","22 Dec 2024, 15:58","22 Dec 2024, 16:56","","Bicep Curl (Dumbbell)",0,"",2,"normal",20,10,,,
"Afternoon workout 💪","20 Dec 2024, 16:07","20 Dec 2024, 17:32","","Romanian Deadlift (Barbell)",,"Tempo",0,"normal",225,10,,,
"Afternoon workout 💪","20 Dec 2024, 16:07","20 Dec 2024, 17:32","","Romanian Deadlift (Barbell)",,"Tempo",1,"normal",225,10,,,
"Afternoon workout 💪","20 Dec 2024, 16:07","20 Dec 2024, 17:32","","Romanian Deadlift (Barbell)",,"Tempo",2,"normal",225,10,,,
"Afternoon workout 💪","20 Dec 2024, 16:07","20 Dec 2024, 17:32","","Seated Leg Curl (Machine)",,"",0,"normal",100,12,,,
"Afternoon workout 💪","20 Dec 2024, 16:07","20 Dec 2024, 17:32","","Seated Leg Curl (Machine)",,"",1,"normal",100,13,,,
"Afternoon workout 💪","20 Dec 2024, 16:07","20 Dec 2024, 17:32","","Seated Leg Curl (Machine)",,"",2,"normal",100,11,,,
"Afternoon workout 💪","20 Dec 2024, 16:07","20 Dec 2024, 17:32","","Standing Calf Raise (Machine)",,"",0,"normal",70,10,,,
"Afternoon workout 💪","20 Dec 2024, 16:07","20 Dec 2024, 17:32","","Standing Calf Raise (Machine)",,"",1,"normal",70,10,,,
"Afternoon workout 💪","20 Dec 2024, 16:07","20 Dec 2024, 17:32","","Standing Calf Raise (Machine)",,"",2,"normal",70,10,,,
"Afternoon workout 💪","20 Dec 2024, 16:07","20 Dec 2024, 17:32","","Hip Adduction (Machine)",,"",0,"normal",60,20,,,
"Afternoon workout 💪","20 Dec 2024, 16:07","20 Dec 2024, 17:32","","Hip Adduction (Machine)",,"",1,"normal",60,20,,,
"Afternoon workout 💪","20 Dec 2024, 16:07","20 Dec 2024, 17:32","","Single Leg Extensions",,"",0,"normal",40,15,,,
"Afternoon workout 💪","20 Dec 2024, 16:07","20 Dec 2024, 17:32","","Single Leg Extensions",,"",1,"normal",40,15,,,
"Afternoon workout 💪","20 Dec 2024, 16:07","20 Dec 2024, 17:32","","Single Leg Extensions",,"",2,"normal",40,15,,,
"Afternoon workout 💪","20 Dec 2024, 16:07","20 Dec 2024, 17:32","","Cable Crunch",,"",0,"normal",88,12,,,
"Afternoon workout 💪","20 Dec 2024, 16:07","20 Dec 2024, 17:32","","Cable Crunch",,"",1,"normal",88,15,,,
"Afternoon workout 💪","19 Dec 2024, 13:42","19 Dec 2024, 14:50","","Incline Bench Press (Dumbbell)",,"",0,"normal",85,7,,,
"Afternoon workout 💪","19 Dec 2024, 13:42","19 Dec 2024, 14:50","","Incline Bench Press (Dumbbell)",,"",1,"normal",90,6,,,
"Afternoon workout 💪","19 Dec 2024, 13:42","19 Dec 2024, 14:50","","Incline Bench Press (Dumbbell)",,"",2,"normal",90,6,,,
"Afternoon workout 💪","19 Dec 2024, 13:42","19 Dec 2024, 14:50","","Incline Bench Press (Dumbbell)",,"",3,"normal",75,7,,,
"Afternoon workout 💪","19 Dec 2024, 13:42","19 Dec 2024, 14:50","","Seated Chest Flys (Cable)",,"",0,"normal",50,10,,,
"Afternoon workout 💪","19 Dec 2024, 13:42","19 Dec 2024, 14:50","","Seated Chest Flys (Cable)",,"",1,"normal",50,11,,,
"Afternoon workout 💪","19 Dec 2024, 13:42","19 Dec 2024, 14:50","","Seated Chest Flys (Cable)",,"",2,"normal",50,12,,,
"Afternoon workout 💪","19 Dec 2024, 13:42","19 Dec 2024, 14:50","","Chest Press (Machine)",,"",0,"normal",70,11,,,
"Afternoon workout 💪","19 Dec 2024, 13:42","19 Dec 2024, 14:50","","Chest Press (Machine)",,"",1,"normal",70,14,,,
"Afternoon workout 💪","19 Dec 2024, 13:42","19 Dec 2024, 14:50","","Triceps Extension (Cable)",0,"",0,"normal",66,9,,,
"Afternoon workout 💪","19 Dec 2024, 13:42","19 Dec 2024, 14:50","","Triceps Extension (Cable)",0,"",1,"normal",66,5,,,
"Afternoon workout 💪","19 Dec 2024, 13:42","19 Dec 2024, 14:50","","Triceps Extension (Cable)",0,"",2,"normal",66,7,,,
"Afternoon workout 💪","19 Dec 2024, 13:42","19 Dec 2024, 14:50","","Triceps Dip",0,"",0,"normal",,12,,,
"Afternoon workout 💪","19 Dec 2024, 13:42","19 Dec 2024, 14:50","","Triceps Dip",0,"",1,"normal",,14,,,
"Afternoon workout 💪","19 Dec 2024, 13:42","19 Dec 2024, 14:50","","Triceps Dip",0,"",2,"normal",,12,,,
"Afternoon workout 💪","18 Dec 2024, 14:21","18 Dec 2024, 16:03","","Pull Up (Weighted)",,"",0,"normal",35,6,,,
"Afternoon workout 💪","18 Dec 2024, 14:21","18 Dec 2024, 16:03","","Pull Up (Weighted)",,"",1,"normal",35,5,,,
"Afternoon workout 💪","18 Dec 2024, 14:21","18 Dec 2024, 16:03","","Pull Up (Weighted)",,"",2,"normal",35,5,,,
"Afternoon workout 💪","18 Dec 2024, 14:21","18 Dec 2024, 16:03","","Pull Up (Weighted)",,"",3,"normal",,9,,,
"Afternoon workout 💪","18 Dec 2024, 14:21","18 Dec 2024, 16:03","","Lat Pulldown (Cable)",,"",0,"normal",165,10,,,
"Afternoon workout 💪","18 Dec 2024, 14:21","18 Dec 2024, 16:03","","Lat Pulldown (Cable)",,"",1,"normal",165,10,,,
"Afternoon workout 💪","18 Dec 2024, 14:21","18 Dec 2024, 16:03","","Lat Pulldown (Cable)",,"",2,"normal",165,10,,,
"Afternoon workout 💪","18 Dec 2024, 14:21","18 Dec 2024, 16:03","","T Bar Row",,"",0,"normal",125,7,,,
"Afternoon workout 💪","18 Dec 2024, 14:21","18 Dec 2024, 16:03","","T Bar Row",,"",1,"normal",125,8,,,
"Afternoon workout 💪","18 Dec 2024, 14:21","18 Dec 2024, 16:03","","Single Arm Lat Pulldown",,"",0,"normal",90,7,,,
"Afternoon workout 💪","18 Dec 2024, 14:21","18 Dec 2024, 16:03","","Single Arm Lat Pulldown",,"",1,"normal",60,12,,,
"Afternoon workout 💪","18 Dec 2024, 14:21","18 Dec 2024, 16:03","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",44.5,15,,,
"Afternoon workout 💪","18 Dec 2024, 14:21","18 Dec 2024, 16:03","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",44.5,15,,,
"Afternoon workout 💪","18 Dec 2024, 14:21","18 Dec 2024, 16:03","","Bicep Curl (Dumbbell)",,"",0,"normal",35,9,,,
"Afternoon workout 💪","18 Dec 2024, 14:21","18 Dec 2024, 16:03","","Bicep Curl (Dumbbell)",,"",1,"normal",35,10,,,
"Afternoon workout 💪","18 Dec 2024, 14:21","18 Dec 2024, 16:03","","Hammer Curl (Dumbbell)",,"",0,"normal",35,10,,,
"Afternoon workout 💪","18 Dec 2024, 14:21","18 Dec 2024, 16:03","","Hammer Curl (Dumbbell)",,"",1,"normal",35,12,,,
"Afternoon workout 💪","18 Dec 2024, 14:21","18 Dec 2024, 16:03","","Cable Forearm Curl",,"",0,"normal",38.5,15,,,
"Afternoon workout 💪","18 Dec 2024, 14:21","18 Dec 2024, 16:03","","Cable Forearm Curl",,"",1,"normal",38.5,12,,,
"Afternoon workout 💪","18 Dec 2024, 14:21","18 Dec 2024, 16:03","","Cable Forearm Curl",,"",2,"normal",38.5,12,,,
"Afternoon workout 💪","18 Dec 2024, 14:21","18 Dec 2024, 16:03","","Cable Crunch",,"",0,"normal",82.5,15,,,
"Afternoon workout 💪","18 Dec 2024, 14:21","18 Dec 2024, 16:03","","Cable Crunch",,"",1,"normal",82.5,15,,,
"Afternoon workout 💪","17 Dec 2024, 13:53","17 Dec 2024, 15:07","","Hack Squat (Machine)",,"",0,"normal",135,12,,,
"Afternoon workout 💪","17 Dec 2024, 13:53","17 Dec 2024, 15:07","","Hack Squat (Machine)",,"",1,"normal",135,12,,,
"Afternoon workout 💪","17 Dec 2024, 13:53","17 Dec 2024, 15:07","","Hack Squat (Machine)",,"",2,"dropset",135,8,,,
"Afternoon workout 💪","17 Dec 2024, 13:53","17 Dec 2024, 15:07","","Hack Squat (Machine)",,"",3,"normal",90,6,,,
"Afternoon workout 💪","17 Dec 2024, 13:53","17 Dec 2024, 15:07","","Lying Leg Curl (Machine)",,"",0,"normal",120,10,,,
"Afternoon workout 💪","17 Dec 2024, 13:53","17 Dec 2024, 15:07","","Lying Leg Curl (Machine)",,"",1,"normal",120,7,,,
"Afternoon workout 💪","17 Dec 2024, 13:53","17 Dec 2024, 15:07","","Lying Leg Curl (Machine)",,"",2,"normal",100,9,,,
"Afternoon workout 💪","17 Dec 2024, 13:53","17 Dec 2024, 15:07","","Single Leg Extensions",,"",0,"normal",50,10,,,
"Afternoon workout 💪","17 Dec 2024, 13:53","17 Dec 2024, 15:07","","Single Leg Extensions",,"",1,"normal",50,10,,,
"Afternoon workout 💪","17 Dec 2024, 13:53","17 Dec 2024, 15:07","","Single Leg Extensions",,"",2,"normal",50,10,,,
"Afternoon workout 💪","16 Dec 2024, 14:12","16 Dec 2024, 15:48","","Shoulder Press (Dumbbell)",,"",0,"normal",80,8,,,
"Afternoon workout 💪","16 Dec 2024, 14:12","16 Dec 2024, 15:48","","Shoulder Press (Dumbbell)",,"",1,"normal",80,7,,,
"Afternoon workout 💪","16 Dec 2024, 14:12","16 Dec 2024, 15:48","","Shoulder Press (Dumbbell)",,"",2,"normal",70,5,,,
"Afternoon workout 💪","16 Dec 2024, 14:12","16 Dec 2024, 15:48","","Shoulder Press (Dumbbell)",,"",3,"normal",70,5,,,
"Afternoon workout 💪","16 Dec 2024, 14:12","16 Dec 2024, 15:48","","Seated Incline Curl (Dumbbell)",,"",0,"normal",30,10,,,
"Afternoon workout 💪","16 Dec 2024, 14:12","16 Dec 2024, 15:48","","Seated Incline Curl (Dumbbell)",,"",1,"normal",30,8,,,
"Afternoon workout 💪","16 Dec 2024, 14:12","16 Dec 2024, 15:48","","Seated Incline Curl (Dumbbell)",,"",2,"normal",30,8,,,
"Afternoon workout 💪","16 Dec 2024, 14:12","16 Dec 2024, 15:48","","Triceps Extension (Cable)",,"Overhead",0,"normal",71.5,11,,,
"Afternoon workout 💪","16 Dec 2024, 14:12","16 Dec 2024, 15:48","","Triceps Extension (Cable)",,"Overhead",1,"normal",71.5,11,,,
"Afternoon workout 💪","16 Dec 2024, 14:12","16 Dec 2024, 15:48","","Triceps Extension (Cable)",,"Overhead",2,"normal",71.5,9,,,
"Afternoon workout 💪","16 Dec 2024, 14:12","16 Dec 2024, 15:48","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",11,15,,,
"Afternoon workout 💪","16 Dec 2024, 14:12","16 Dec 2024, 15:48","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",11,15,,,
"Afternoon workout 💪","16 Dec 2024, 14:12","16 Dec 2024, 15:48","","Rear Delt Reverse Fly (Cable)",,"",2,"normal",11,15,,,
"Afternoon workout 💪","16 Dec 2024, 14:12","16 Dec 2024, 15:48","","Incline Lateral Raise Db",,"",0,"normal",15,12,,,
"Afternoon workout 💪","16 Dec 2024, 14:12","16 Dec 2024, 15:48","","Incline Lateral Raise Db",,"",1,"normal",15,15,,,
"Afternoon workout 💪","16 Dec 2024, 14:12","16 Dec 2024, 15:48","","Incline Lateral Raise Db",,"",2,"normal",15,10,,,
"Afternoon workout 💪","16 Dec 2024, 14:12","16 Dec 2024, 15:48","","Lateral Raise (Dumbbell)",,"Full ROM",0,"normal",10,20,,,
"Afternoon workout 💪","16 Dec 2024, 14:12","16 Dec 2024, 15:48","","Lateral Raise (Dumbbell)",,"Full ROM",1,"normal",10,12,,,
"Afternoon workout 💪","16 Dec 2024, 14:12","16 Dec 2024, 15:48","","Hammer Curl (Dumbbell)",,"",0,"normal",35,13,,,
"Afternoon workout 💪","16 Dec 2024, 14:12","16 Dec 2024, 15:48","","Hammer Curl (Dumbbell)",,"",1,"normal",35,15,,,
"Afternoon workout 💪","16 Dec 2024, 14:12","16 Dec 2024, 15:48","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",33,12,,,
"Afternoon workout 💪","16 Dec 2024, 14:12","16 Dec 2024, 15:48","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",33,15,,,
"Afternoon workout 💪","14 Dec 2024, 12:54","14 Dec 2024, 13:38","","Lat Pulldown (Cable)",,"",0,"normal",165,12,,,
"Afternoon workout 💪","14 Dec 2024, 12:54","14 Dec 2024, 13:38","","Lat Pulldown (Cable)",,"",1,"normal",165,12,,,
"Afternoon workout 💪","14 Dec 2024, 12:54","14 Dec 2024, 13:38","","Lat Pulldown (Cable)",,"",2,"normal",165,9,,,
"Afternoon workout 💪","14 Dec 2024, 12:54","14 Dec 2024, 13:38","","T Bar Row",,"",0,"normal",115,10,,,
"Afternoon workout 💪","14 Dec 2024, 12:54","14 Dec 2024, 13:38","","T Bar Row",,"",1,"normal",115,10,,,
"Afternoon workout 💪","14 Dec 2024, 12:54","14 Dec 2024, 13:38","","T Bar Row",,"",2,"normal",115,5,,,
"Afternoon workout 💪","14 Dec 2024, 12:54","14 Dec 2024, 13:38","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",49.5,12,,,
"Afternoon workout 💪","14 Dec 2024, 12:54","14 Dec 2024, 13:38","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",49.5,10,,,
"Afternoon workout 💪","14 Dec 2024, 12:54","14 Dec 2024, 13:38","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",60.5,6,,,
"Afternoon workout 💪","14 Dec 2024, 12:54","14 Dec 2024, 13:38","","Bicep Curl (Dumbbell)",,"",0,"normal",30,10,,,
"Afternoon workout 💪","14 Dec 2024, 12:54","14 Dec 2024, 13:38","","Bicep Curl (Dumbbell)",,"",1,"normal",30,10,,,
"Afternoon workout 💪","14 Dec 2024, 12:54","14 Dec 2024, 13:38","","Hammer Curl (Dumbbell)",,"",0,"normal",30,10,,,
"Afternoon workout 💪","14 Dec 2024, 12:54","14 Dec 2024, 13:38","","Hammer Curl (Dumbbell)",,"",1,"normal",30,10,,,
"Morning workout ☀️","13 Dec 2024, 10:14","13 Dec 2024, 11:19","","Bench Press (Barbell)",,"Larsen tempo",0,"normal",185,6,,,
"Morning workout ☀️","13 Dec 2024, 10:14","13 Dec 2024, 11:19","","Bench Press (Barbell)",,"Larsen tempo",1,"normal",185,5,,,
"Morning workout ☀️","13 Dec 2024, 10:14","13 Dec 2024, 11:19","","Bench Press (Barbell)",,"Larsen tempo",2,"normal",195,5,,,
"Morning workout ☀️","13 Dec 2024, 10:14","13 Dec 2024, 11:19","","Incline Bench Press (Smith Machine)",,"",0,"normal",160,6,,,
"Morning workout ☀️","13 Dec 2024, 10:14","13 Dec 2024, 11:19","","Incline Bench Press (Smith Machine)",,"",1,"normal",160,6,,,
"Morning workout ☀️","13 Dec 2024, 10:14","13 Dec 2024, 11:19","","Incline Bench Press (Smith Machine)",,"",2,"normal",160,5,,,
"Morning workout ☀️","13 Dec 2024, 10:14","13 Dec 2024, 11:19","","Cable Fly Crossovers",,"",0,"normal",32.5,12,,,
"Morning workout ☀️","13 Dec 2024, 10:14","13 Dec 2024, 11:19","","Cable Fly Crossovers",,"",1,"normal",32.5,12,,,
"Morning workout ☀️","13 Dec 2024, 10:14","13 Dec 2024, 11:19","","Cable Fly Crossovers",,"",2,"normal",32.5,12,,,
"Morning workout ☀️","13 Dec 2024, 10:14","13 Dec 2024, 11:19","","Triceps Dip",,"",0,"normal",,12,,,
"Afternoon workout 💪","12 Dec 2024, 14:02","12 Dec 2024, 15:27","","Squat (Barbell)",,"",0,"normal",275,4,,,
"Afternoon workout 💪","12 Dec 2024, 14:02","12 Dec 2024, 15:27","","Squat (Barbell)",,"",1,"normal",275,4,,,
"Afternoon workout 💪","12 Dec 2024, 14:02","12 Dec 2024, 15:27","","Squat (Barbell)",,"",2,"normal",275,4,,,
"Afternoon workout 💪","12 Dec 2024, 14:02","12 Dec 2024, 15:27","","Squat (Barbell)",,"",3,"normal",225,7,,,
"Afternoon workout 💪","12 Dec 2024, 14:02","12 Dec 2024, 15:27","","Romanian Deadlift (Barbell)",,"",0,"normal",225,6,,,
"Afternoon workout 💪","12 Dec 2024, 14:02","12 Dec 2024, 15:27","","Romanian Deadlift (Barbell)",,"",1,"normal",225,6,,,
"Afternoon workout 💪","12 Dec 2024, 14:02","12 Dec 2024, 15:27","","Romanian Deadlift (Barbell)",,"",2,"normal",225,8,,,
"Afternoon workout 💪","12 Dec 2024, 14:02","12 Dec 2024, 15:27","","Bulgarian Split Squat",,"",0,"normal",70,12,,,
"Afternoon workout 💪","12 Dec 2024, 14:02","12 Dec 2024, 15:27","","Bulgarian Split Squat",,"",1,"normal",70,12,,,
"Afternoon workout 💪","12 Dec 2024, 14:02","12 Dec 2024, 15:27","","Standing Leg Curls",,"",0,"normal",35,12,,,
"Afternoon workout 💪","12 Dec 2024, 14:02","12 Dec 2024, 15:27","","Standing Leg Curls",,"",1,"normal",35,10,,,
"Afternoon workout 💪","12 Dec 2024, 14:02","12 Dec 2024, 15:27","","Standing Leg Curls",,"",2,"normal",35,10,,,
"Afternoon workout 💪","12 Dec 2024, 14:02","12 Dec 2024, 15:27","","Cable Crunch",,"",0,"normal",82.5,15,,,
"Afternoon workout 💪","12 Dec 2024, 14:02","12 Dec 2024, 15:27","","Cable Crunch",,"",1,"normal",82.5,11,,,
"Afternoon workout 💪","12 Dec 2024, 14:02","12 Dec 2024, 15:27","","Cable Crunch",,"",2,"normal",82.5,10,,,
"Evening workout 🏋️","11 Dec 2024, 18:17","11 Dec 2024, 20:09","","Shoulder Press (Dumbbell)",,"",0,"normal",75,11,,,
"Evening workout 🏋️","11 Dec 2024, 18:17","11 Dec 2024, 20:09","","Shoulder Press (Dumbbell)",,"",1,"normal",85,4,,,
"Evening workout 🏋️","11 Dec 2024, 18:17","11 Dec 2024, 20:09","","Shoulder Press (Dumbbell)",,"",2,"normal",70,9,,,
"Evening workout 🏋️","11 Dec 2024, 18:17","11 Dec 2024, 20:09","","Shoulder Press (Dumbbell)",,"",3,"normal",70,7,,,
"Evening workout 🏋️","11 Dec 2024, 18:17","11 Dec 2024, 20:09","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",175,10,,,
"Evening workout 🏋️","11 Dec 2024, 18:17","11 Dec 2024, 20:09","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",175,10,,,
"Evening workout 🏋️","11 Dec 2024, 18:17","11 Dec 2024, 20:09","","Rear Delt Reverse Fly (Machine)",,"",2,"dropset",175,8,,,
"Evening workout 🏋️","11 Dec 2024, 18:17","11 Dec 2024, 20:09","","Rear Delt Reverse Fly (Machine)",,"",3,"normal",115,10,,,
"Evening workout 🏋️","11 Dec 2024, 18:17","11 Dec 2024, 20:09","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",25,15,,,
"Evening workout 🏋️","11 Dec 2024, 18:17","11 Dec 2024, 20:09","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",25,15,,,
"Evening workout 🏋️","11 Dec 2024, 18:17","11 Dec 2024, 20:09","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",30,8,,,
"Evening workout 🏋️","11 Dec 2024, 18:17","11 Dec 2024, 20:09","","Triceps Extension (Cable)",,"",0,"normal",65,15,,,
"Evening workout 🏋️","11 Dec 2024, 18:17","11 Dec 2024, 20:09","","Triceps Extension (Cable)",,"",1,"normal",65,10,,,
"Evening workout 🏋️","11 Dec 2024, 18:17","11 Dec 2024, 20:09","","Triceps Extension (Cable)",,"",2,"normal",65,12,,,
"Evening workout 🏋️","11 Dec 2024, 18:17","11 Dec 2024, 20:09","","Lateral Raise (Dumbbell)",,"",0,"normal",30,10,,,
"Evening workout 🏋️","11 Dec 2024, 18:17","11 Dec 2024, 20:09","","Lateral Raise (Dumbbell)",,"",1,"normal",30,12,,,
"Evening workout 🏋️","11 Dec 2024, 18:17","11 Dec 2024, 20:09","","Lateral Raise (Dumbbell)",,"",2,"dropset",30,15,,,
"Evening workout 🏋️","11 Dec 2024, 18:17","11 Dec 2024, 20:09","","Lateral Raise (Dumbbell)",,"",3,"normal",15,12,,,
"Evening workout 🏋️","11 Dec 2024, 18:17","11 Dec 2024, 20:09","","Lateral Raise (Dumbbell)",,"",4,"normal",15,16,,,
"Evening workout 🏋️","11 Dec 2024, 18:17","11 Dec 2024, 20:09","","Preacher Curl (Dumbbell)",,"",0,"normal",25,12,,,
"Evening workout 🏋️","11 Dec 2024, 18:17","11 Dec 2024, 20:09","","Preacher Curl (Dumbbell)",,"",1,"normal",25,10,,,
"Evening workout 🏋️","11 Dec 2024, 18:17","11 Dec 2024, 20:09","","Preacher Curl (Dumbbell)",,"",2,"normal",25,12,,,
"Evening workout 🏋️","11 Dec 2024, 18:17","11 Dec 2024, 20:09","","Reverse Curl (Barbell)",,"",0,"normal",90,10,,,
"Evening workout 🏋️","11 Dec 2024, 18:17","11 Dec 2024, 20:09","","Reverse Curl (Barbell)",,"",1,"normal",90,10,,,
"Evening workout 🏋️","11 Dec 2024, 18:17","11 Dec 2024, 20:09","","Reverse Curl (Barbell)",,"",2,"normal",70,8,,,
"Afternoon workout 💪","10 Dec 2024, 14:08","10 Dec 2024, 15:04","","Pull Up (Weighted)",,"",0,"normal",35,6,,,
"Afternoon workout 💪","10 Dec 2024, 14:08","10 Dec 2024, 15:04","","Pull Up (Weighted)",,"",1,"normal",35,6,,,
