"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Morning workout ☀️","27 Dec 2025, 12:09","27 Dec 2025, 12:43","","Triceps Pushdown",,"",0,"normal",82.5,10,,,
"Morning workout ☀️","27 Dec 2025, 12:09","27 Dec 2025, 12:43","","Triceps Pushdown",,"",1,"failure",82.5,13,,,
"Afternoon workout 💪","26 Dec 2025, 12:49","26 Dec 2025, 14:32","","Clean",,"",0,"normal",225,2,,,
"Afternoon workout 💪","26 Dec 2025, 12:49","26 Dec 2025, 14:32","","Clean",,"",1,"normal",235,1,,,
"Afternoon workout 💪","26 Dec 2025, 12:49","26 Dec 2025, 14:32","","Front Squat",,"",0,"normal",295,1,,,
"Afternoon workout 💪","26 Dec 2025, 12:49","26 Dec 2025, 14:32","","Zercher Squat",,"",0,"normal",155,5,,,
"Afternoon workout 💪","26 Dec 2025, 12:49","26 Dec 2025, 14:32","","Zercher Squat",,"",1,"normal",175,5,,,
"Afternoon workout 💪","26 Dec 2025, 12:49","26 Dec 2025, 14:32","","Zercher Squat",,"",2,"normal",185,6,,,
"Afternoon workout 💪","26 Dec 2025, 12:49","26 Dec 2025, 14:32","","Hip Thrust (Machine)",,"",0,"normal",215,8,,,
"Afternoon workout 💪","26 Dec 2025, 12:49","26 Dec 2025, 14:32","","Hip Thrust (Machine)",,"",1,"normal",215,6,,,
"Afternoon workout 💪","26 Dec 2025, 12:49","26 Dec 2025, 14:32","","Single Leg Extensions",,"",0,"normal",110,10,,,
"Afternoon workout 💪","26 Dec 2025, 12:49","26 Dec 2025, 14:32","","Single Leg Extensions",,"",1,"normal",110,9,,,
"Afternoon workout 💪","26 Dec 2025, 12:49","26 Dec 2025, 14:32","","Seated Leg Curl (Machine)",,"",0,"normal",150,9,,,
"Afternoon workout 💪","26 Dec 2025, 12:49","26 Dec 2025, 14:32","","Seated Leg Curl (Machine)",,"",1,"normal",150,7,,,
"Afternoon workout 💪","25 Dec 2025, 13:39","25 Dec 2025, 14:23","","Overhead Press (Barbell)",,"",0,"normal",145,5,,,
"Afternoon workout 💪","25 Dec 2025, 13:39","25 Dec 2025, 14:23","","Overhead Press (Barbell)",,"",1,"normal",145,4,,,
"Afternoon workout 💪","25 Dec 2025, 13:39","25 Dec 2025, 14:23","","Pull Up",,"",0,"normal",,3,,,
"Afternoon workout 💪","25 Dec 2025, 13:39","25 Dec 2025, 14:23","","Pull Up",,"",1,"normal",,3,,,
"Afternoon workout 💪","25 Dec 2025, 13:39","25 Dec 2025, 14:23","","Pull Up",,"",2,"normal",,3,,,
"Afternoon workout 💪","25 Dec 2025, 13:39","25 Dec 2025, 14:23","","Pull Up",,"",3,"normal",,3,,,
"Afternoon workout 💪","25 Dec 2025, 13:39","25 Dec 2025, 14:23","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",160,8,,,
"Afternoon workout 💪","25 Dec 2025, 13:39","25 Dec 2025, 14:23","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",160,10,,,
"Afternoon workout 💪","25 Dec 2025, 13:39","25 Dec 2025, 14:23","","Seated Cable Row - Bar Wide Grip",,"",0,"normal",140,15,,,
"Afternoon workout 💪","25 Dec 2025, 13:39","25 Dec 2025, 14:23","","Seated Cable Row - Bar Wide Grip",,"",1,"normal",180,8,,,
"Afternoon workout 💪","25 Dec 2025, 13:39","25 Dec 2025, 14:23","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",50,15,,,
"Afternoon workout 💪","25 Dec 2025, 13:39","25 Dec 2025, 14:23","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",50,13,,,
"Afternoon workout 💪","25 Dec 2025, 13:39","25 Dec 2025, 14:23","","Bicep Curl (Dumbbell)",,"",0,"normal",40,8,,,
"Afternoon workout 💪","25 Dec 2025, 13:39","25 Dec 2025, 14:23","","Bicep Curl (Dumbbell)",,"",1,"normal",40,8,,,
"Morning workout ☀️","24 Dec 2025, 11:41","24 Dec 2025, 12:51","","Bench Press (Barbell)",,"Failed 275 twice",0,"normal",255,1,,,
"Morning workout ☀️","24 Dec 2025, 11:41","24 Dec 2025, 12:51","","Bench Press (Barbell)",,"Failed 275 twice",1,"normal",225,5,,,
"Morning workout ☀️","24 Dec 2025, 11:41","24 Dec 2025, 12:51","","Bench Press (Barbell)",,"Failed 275 twice",2,"normal",225,7,,,
"Morning workout ☀️","24 Dec 2025, 11:41","24 Dec 2025, 12:51","","Incline Bench Press (Barbell)",,"",0,"normal",165,8,,,
"Morning workout ☀️","24 Dec 2025, 11:41","24 Dec 2025, 12:51","","Incline Bench Press (Barbell)",,"",1,"normal",185,5,,,
"Morning workout ☀️","24 Dec 2025, 11:41","24 Dec 2025, 12:51","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",33,12,,,
"Morning workout ☀️","24 Dec 2025, 11:41","24 Dec 2025, 12:51","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",33,11,,,
"Morning workout ☀️","24 Dec 2025, 11:41","24 Dec 2025, 12:51","","Seated Chest Flys (Cable)",,"",0,"normal",45,12,,,
"Morning workout ☀️","24 Dec 2025, 11:41","24 Dec 2025, 12:51","","Seated Chest Flys (Cable)",,"",1,"normal",45,12,,,
"Morning workout ☀️","24 Dec 2025, 11:41","24 Dec 2025, 12:51","","Single Arm Lateral Raise (Cable)",,"",0,"normal",20,10,,,
"Morning workout ☀️","24 Dec 2025, 11:41","24 Dec 2025, 12:51","","Single Arm Lateral Raise (Cable)",,"",1,"normal",20,13,,,
"Morning workout ☀️","24 Dec 2025, 11:41","24 Dec 2025, 12:51","","Triceps Pushdown",,"Rope",0,"normal",49.5,6,,,
"Afternoon workout 💪","23 Dec 2025, 14:15","23 Dec 2025, 15:41","","Clean",,"",0,"normal",185,3,,,
"Afternoon workout 💪","23 Dec 2025, 14:15","23 Dec 2025, 15:41","","Clean",,"",1,"normal",185,3,,,
"Afternoon workout 💪","23 Dec 2025, 14:15","23 Dec 2025, 15:41","","Clean",,"",2,"normal",185,3,,,
"Afternoon workout 💪","23 Dec 2025, 14:15","23 Dec 2025, 15:41","","Clean",,"",3,"normal",185,3,,,
"Afternoon workout 💪","23 Dec 2025, 14:15","23 Dec 2025, 15:41","","Front Squat",,"",0,"normal",225,5,,,
"Afternoon workout 💪","23 Dec 2025, 14:15","23 Dec 2025, 15:41","","Front Squat",,"",1,"normal",225,5,,,
"Afternoon workout 💪","23 Dec 2025, 14:15","23 Dec 2025, 15:41","","Front Squat",,"",2,"normal",225,5,,,
"Afternoon workout 💪","23 Dec 2025, 14:15","23 Dec 2025, 15:41","","Hip Thrust (Machine)",,"",0,"normal",180,10,,,
"Afternoon workout 💪","23 Dec 2025, 14:15","23 Dec 2025, 15:41","","Hip Thrust (Machine)",,"",1,"normal",205,8,,,
"Afternoon workout 💪","23 Dec 2025, 14:15","23 Dec 2025, 15:41","","Single Leg Extensions",,"",0,"normal",100,11,,,
"Afternoon workout 💪","23 Dec 2025, 14:15","23 Dec 2025, 15:41","","Single Leg Extensions",,"",1,"normal",100,10,,,
"Afternoon workout 💪","23 Dec 2025, 14:15","23 Dec 2025, 15:41","","Seated Leg Curl (Machine)",,"",0,"normal",140,8,,,
"Afternoon workout 💪","23 Dec 2025, 14:15","23 Dec 2025, 15:41","","Seated Leg Curl (Machine)",,"",1,"normal",140,9,,,
"Afternoon workout 💪","23 Dec 2025, 14:15","23 Dec 2025, 15:41","","Calf Extension (Machine)",,"",0,"normal",85,12,,,
"Afternoon workout 💪","22 Dec 2025, 12:35","22 Dec 2025, 13:22","","Overhead Press (Smith Machine)",,"",0,"normal",70,8,,,
"Afternoon workout 💪","22 Dec 2025, 12:35","22 Dec 2025, 13:22","","Overhead Press (Smith Machine)",,"",1,"normal",60,11,,,
"Afternoon workout 💪","22 Dec 2025, 12:35","22 Dec 2025, 13:22","","Lat Pulldown (Machine)",,"Single arm",0,"normal",115,10,,,
"Afternoon workout 💪","22 Dec 2025, 12:35","22 Dec 2025, 13:22","","Lat Pulldown (Machine)",,"Single arm",1,"normal",115,8,,,
"Afternoon workout 💪","22 Dec 2025, 12:35","22 Dec 2025, 13:22","","Seated Row (Machine)",,"",0,"normal",130,10,,,
"Afternoon workout 💪","22 Dec 2025, 12:35","22 Dec 2025, 13:22","","Seated Row (Machine)",,"",1,"normal",130,12,,,
"Afternoon workout 💪","22 Dec 2025, 12:35","22 Dec 2025, 13:22","","Pull Up",,"Quick",0,"normal",,3,,,
"Afternoon workout 💪","22 Dec 2025, 12:35","22 Dec 2025, 13:22","","Pull Up",,"Quick",1,"normal",,3,,,
"Afternoon workout 💪","22 Dec 2025, 12:35","22 Dec 2025, 13:22","","Pull Up",,"Quick",2,"normal",,3,,,
"Afternoon workout 💪","22 Dec 2025, 12:35","22 Dec 2025, 13:22","","Pull Up",,"Quick",3,"normal",,3,,,
"Afternoon workout 💪","21 Dec 2025, 14:38","21 Dec 2025, 15:41","","Bench Press (Barbell)",,"Laren backdowns",0,"normal",245,1,,,
"Afternoon workout 💪","21 Dec 2025, 14:38","21 Dec 2025, 15:41","","Bench Press (Barbell)",,"Laren backdowns",1,"normal",185,11,,,
"Afternoon workout 💪","21 Dec 2025, 14:38","21 Dec 2025, 15:41","","Bench Press (Barbell)",,"Laren backdowns",2,"normal",185,10,,,
"Afternoon workout 💪","21 Dec 2025, 14:38","21 Dec 2025, 15:41","","Incline Bench Press (Barbell)",,"",0,"normal",185,6,,,
"Afternoon workout 💪","21 Dec 2025, 14:38","21 Dec 2025, 15:41","","Incline Bench Press (Barbell)",,"",1,"normal",185,4,,,
"Afternoon workout 💪","21 Dec 2025, 14:38","21 Dec 2025, 15:41","","Incline Bench Press (Barbell)",,"",2,"normal",135,11,,,
"Afternoon workout 💪","21 Dec 2025, 14:38","21 Dec 2025, 15:41","","Chest Supported Y Raise (Dumbbell)",,"",0,"normal",20,12,,,
"Afternoon workout 💪","21 Dec 2025, 14:38","21 Dec 2025, 15:41","","Chest Supported Y Raise (Dumbbell)",,"",1,"normal",20,9,,,
"Afternoon workout 💪","21 Dec 2025, 14:38","21 Dec 2025, 15:41","","Chest Supported Y Raise (Dumbbell)",,"",2,"normal",10,16,,,
"Afternoon workout 💪","21 Dec 2025, 14:38","21 Dec 2025, 15:41","","Seated Chest Flys (Cable)",,"",0,"normal",60,13,,,
"Afternoon workout 💪","21 Dec 2025, 14:38","21 Dec 2025, 15:41","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",25,8,,,
"Afternoon workout 💪","21 Dec 2025, 14:38","21 Dec 2025, 15:41","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",25,6,,,
"Evening workout 🏋️","20 Dec 2025, 18:29","20 Dec 2025, 19:23","","Squat (Barbell)",,"",0,"normal",275,3,,,
"Evening workout 🏋️","20 Dec 2025, 18:29","20 Dec 2025, 19:23","","Squat (Barbell)",,"",1,"normal",275,3,,,
"Evening workout 🏋️","20 Dec 2025, 18:29","20 Dec 2025, 19:23","","Front Squat",,"",0,"normal",185,6,,,
"Evening workout 🏋️","20 Dec 2025, 18:29","20 Dec 2025, 19:23","","Front Squat",,"",1,"normal",185,6,,,
"Evening workout 🏋️","20 Dec 2025, 18:29","20 Dec 2025, 19:23","","Seated Leg Curl (Machine)",,"",0,"normal",135,10,,,
"Evening workout 🏋️","20 Dec 2025, 18:29","20 Dec 2025, 19:23","","Seated Leg Curl (Machine)",,"",1,"normal",135,10,,,
"Evening workout 🏋️","20 Dec 2025, 18:29","20 Dec 2025, 19:23","","Single Leg Extensions",,"",0,"normal",100,9,,,
"Evening workout 🏋️","20 Dec 2025, 18:29","20 Dec 2025, 19:23","","Single Leg Extensions",,"",1,"normal",70,12,,,
"Evening workout 🏋️","20 Dec 2025, 18:29","20 Dec 2025, 19:23","","Hip Abduction (Machine)",,"",0,"normal",140,14,,,
"Evening workout 🏋️","20 Dec 2025, 18:29","20 Dec 2025, 19:23","","Hip Abduction (Machine)",,"",1,"normal",140,13,,,
"Evening workout 🏋️","20 Dec 2025, 18:29","20 Dec 2025, 19:23","","Hip Adduction (Machine)",,"",0,"normal",65,10,,,
"Evening workout 🏋️","20 Dec 2025, 18:29","20 Dec 2025, 19:23","","Hip Adduction (Machine)",,"",1,"normal",65,9,,,
"Afternoon workout 💪","19 Dec 2025, 16:34","19 Dec 2025, 17:44","","Overhead Press (Smith Machine)",,"",0,"normal",70,8,,,
"Afternoon workout 💪","19 Dec 2025, 16:34","19 Dec 2025, 17:44","","Overhead Press (Smith Machine)",,"",1,"normal",70,8,,,
"Afternoon workout 💪","19 Dec 2025, 16:34","19 Dec 2025, 17:44","","Overhead Press (Smith Machine)",,"",2,"normal",60,10,,,
"Afternoon workout 💪","19 Dec 2025, 16:34","19 Dec 2025, 17:44","","Lat Pulldown (Cable)",,"",0,"normal",192,10,,,
"Afternoon workout 💪","19 Dec 2025, 16:34","19 Dec 2025, 17:44","","Lat Pulldown (Cable)",,"",1,"normal",192,10,,,
"Afternoon workout 💪","19 Dec 2025, 16:34","19 Dec 2025, 17:44","","Seated Row (Machine)",,"",0,"normal",130,8,,,
"Afternoon workout 💪","19 Dec 2025, 16:34","19 Dec 2025, 17:44","","Seated Row (Machine)",,"",1,"normal",130,9,,,
"Afternoon workout 💪","19 Dec 2025, 16:34","19 Dec 2025, 17:44","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",50,12,,,
"Afternoon workout 💪","19 Dec 2025, 16:34","19 Dec 2025, 17:44","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",50,11,,,
"Afternoon workout 💪","19 Dec 2025, 16:34","19 Dec 2025, 17:44","","Preacher Curl (Machine)",,"",0,"normal",90,8,,,
"Afternoon workout 💪","19 Dec 2025, 16:34","19 Dec 2025, 17:44","","Lateral Raise (Machine)",,"",0,"normal",70,14,,,
"Afternoon workout 💪","19 Dec 2025, 16:34","19 Dec 2025, 17:44","","Lateral Raise (Machine)",,"",1,"failure",70,13,,,
"Afternoon workout 💪","19 Dec 2025, 16:34","19 Dec 2025, 17:44","","Bicep Curl (Machine)",,"Single arm",0,"normal",40,9,,,
"Afternoon workout 💪","19 Dec 2025, 16:34","19 Dec 2025, 17:44","","Bicep Curl (Machine)",,"Single arm",1,"normal",40,9,,,
"Afternoon workout 💪","19 Dec 2025, 16:34","19 Dec 2025, 17:44","","Triceps Extension (Dumbbell)",,"Machine",0,"normal",121,10,,,
"Afternoon workout 💪","19 Dec 2025, 16:34","19 Dec 2025, 17:44","","Triceps Extension (Dumbbell)",,"Machine",1,"normal",121,8,,,
"Afternoon workout 💪","18 Dec 2025, 14:06","18 Dec 2025, 14:53","","Bench Press (Barbell)",,"",0,"normal",225,5,,,
"Afternoon workout 💪","18 Dec 2025, 14:06","18 Dec 2025, 14:53","","Bench Press (Barbell)",,"",1,"normal",225,5,,,
"Afternoon workout 💪","18 Dec 2025, 14:06","18 Dec 2025, 14:53","","Bench Press (Barbell)",,"",2,"normal",225,4,,,
"Afternoon workout 💪","18 Dec 2025, 14:06","18 Dec 2025, 14:53","","Incline Bench Press (Dumbbell)",,"",0,"normal",95,5,,,
"Afternoon workout 💪","18 Dec 2025, 14:06","18 Dec 2025, 14:53","","Incline Bench Press (Dumbbell)",,"",1,"normal",75,8,,,
"Afternoon workout 💪","18 Dec 2025, 14:06","18 Dec 2025, 14:53","","Cable Fly Crossovers",,"",0,"normal",32.5,11,,,
"Afternoon workout 💪","18 Dec 2025, 14:06","18 Dec 2025, 14:53","","Cable Fly Crossovers",,"",1,"failure",32.5,15,,,
"Afternoon workout 💪","18 Dec 2025, 14:06","18 Dec 2025, 14:53","","Single Arm Lateral Raise (Cable)",,"",0,"normal",12.5,13,,,
"Afternoon workout 💪","18 Dec 2025, 14:06","18 Dec 2025, 14:53","","Single Arm Lateral Raise (Cable)",,"",1,"normal",12.5,13,,,
"Afternoon workout 💪","18 Dec 2025, 14:06","18 Dec 2025, 14:53","","Triceps Pushdown",,"",0,"normal",70,10,,,
"Afternoon workout 💪","18 Dec 2025, 14:06","18 Dec 2025, 14:53","","Triceps Pushdown",,"",1,"normal",70,10,,,
"Afternoon workout 💪","18 Dec 2025, 14:06","18 Dec 2025, 14:53","","Triceps Dip",,"",0,"normal",,17,,,
"Afternoon workout 💪","17 Dec 2025, 17:48","17 Dec 2025, 18:47","","Clean",,"",0,"normal",198.42,3,,,
"Afternoon workout 💪","17 Dec 2025, 17:48","17 Dec 2025, 18:47","","Clean",,"",1,"normal",198.42,2,,,
"Afternoon workout 💪","17 Dec 2025, 17:48","17 Dec 2025, 18:47","","Clean",,"",2,"normal",198.42,2,,,
"Afternoon workout 💪","17 Dec 2025, 17:48","17 Dec 2025, 18:47","","Clean Pull",,"Complexes, hip, pull, full",0,"normal",132.28,1,,,
"Afternoon workout 💪","17 Dec 2025, 17:48","17 Dec 2025, 18:47","","Clean Pull",,"Complexes, hip, pull, full",1,"normal",132.28,3,,,
"Afternoon workout 💪","17 Dec 2025, 17:48","17 Dec 2025, 18:47","","Clean Pull",,"Complexes, hip, pull, full",2,"normal",132.28,3,,,
"Afternoon workout 💪","17 Dec 2025, 17:48","17 Dec 2025, 18:47","","Pendulum Squat (Machine)",,"",0,"normal",115,12,,,
"Afternoon workout 💪","17 Dec 2025, 17:48","17 Dec 2025, 18:47","","Pendulum Squat (Machine)",,"",1,"normal",115,10,,,
"Afternoon workout 💪","17 Dec 2025, 17:48","17 Dec 2025, 18:47","","Seated Leg Curl (Machine)",,"",0,"normal",160,9,,,
"Afternoon workout 💪","17 Dec 2025, 17:48","17 Dec 2025, 18:47","","Seated Leg Curl (Machine)",,"",1,"failure",160,8,,,
"Afternoon workout 💪","17 Dec 2025, 17:48","17 Dec 2025, 18:47","","Preacher Curl (Machine)",,"",0,"normal",135,12,,,
"Afternoon workout 💪","17 Dec 2025, 17:48","17 Dec 2025, 18:47","","Preacher Curl (Machine)",,"",1,"normal",135,8,,,
"Afternoon workout 💪","17 Dec 2025, 17:48","17 Dec 2025, 18:47","","Leg Extension (Machine)",,"",0,"normal",180,11,,,
"Afternoon workout 💪","17 Dec 2025, 17:48","17 Dec 2025, 18:47","","Leg Extension (Machine)",,"",1,"failure",180,12,,,
"Afternoon workout 💪","16 Dec 2025, 18:10","16 Dec 2025, 18:55","","Shoulder Press (Dumbbell)",,"",0,"normal",85,7,,,
"Afternoon workout 💪","16 Dec 2025, 18:10","16 Dec 2025, 18:55","","Shoulder Press (Dumbbell)",,"",1,"normal",75,9,,,
"Afternoon workout 💪","16 Dec 2025, 18:10","16 Dec 2025, 18:55","","Pull Up",,"",0,"normal",,10,,,
"Afternoon workout 💪","16 Dec 2025, 18:10","16 Dec 2025, 18:55","","Pull Up",,"",1,"normal",,10,,,
"Afternoon workout 💪","16 Dec 2025, 18:10","16 Dec 2025, 18:55","","Pull Up",,"",2,"normal",,9,,,
"Afternoon workout 💪","16 Dec 2025, 18:10","16 Dec 2025, 18:55","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",27.5,12,,,
"Afternoon workout 💪","16 Dec 2025, 18:10","16 Dec 2025, 18:55","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",27.5,13,,,
"Afternoon workout 💪","16 Dec 2025, 18:10","16 Dec 2025, 18:55","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",17.5,15,,,
"Afternoon workout 💪","16 Dec 2025, 18:10","16 Dec 2025, 18:55","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",17.5,15,,,
"Afternoon workout 💪","16 Dec 2025, 18:10","16 Dec 2025, 18:55","","Bicep Curl (Barbell)",,"",0,"normal",80,7,,,
"Afternoon workout 💪","16 Dec 2025, 18:10","16 Dec 2025, 18:55","","Bicep Curl (Barbell)",,"",1,"normal",80,7,,,
"Afternoon workout 💪","16 Dec 2025, 18:10","16 Dec 2025, 18:55","","Bicep Curl (Cable)",,"",0,"normal",17.5,15,,,
"Afternoon workout 💪","15 Dec 2025, 17:18","15 Dec 2025, 17:51","","Incline Bench Press (Dumbbell)",,"",0,"normal",95,7,,,
"Afternoon workout 💪","15 Dec 2025, 17:18","15 Dec 2025, 17:51","","Incline Bench Press (Dumbbell)",,"",1,"normal",95,6,,,
"Afternoon workout 💪","15 Dec 2025, 17:18","15 Dec 2025, 17:51","","Incline Bench Press (Smith Machine)",,"",0,"normal",180,9,,,
"Afternoon workout 💪","15 Dec 2025, 17:18","15 Dec 2025, 17:51","","Incline Bench Press (Smith Machine)",,"",1,"normal",180,7,,,
"Afternoon workout 💪","15 Dec 2025, 17:18","15 Dec 2025, 17:51","","Lateral Raise (Machine)",,"",0,"normal",100,8,,,
"Afternoon workout 💪","15 Dec 2025, 17:18","15 Dec 2025, 17:51","","Lateral Raise (Machine)",,"",1,"failure",100,10,,,
"Afternoon workout 💪","15 Dec 2025, 17:18","15 Dec 2025, 17:51","","Triceps Pushdown",,"",0,"normal",97.5,8,,,
"Afternoon workout 💪","15 Dec 2025, 17:18","15 Dec 2025, 17:51","","Triceps Pushdown",,"",1,"normal",77.5,13,,,
"Afternoon workout 💪","15 Dec 2025, 17:18","15 Dec 2025, 17:51","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",27.5,13,,,
"Afternoon workout 💪","15 Dec 2025, 17:18","15 Dec 2025, 17:51","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",27.5,11,,,
"Afternoon workout 💪","14 Dec 2025, 17:03","14 Dec 2025, 17:41","","Squat (Smith Machine)",,"",0,"normal",115,9,,,
"Afternoon workout 💪","14 Dec 2025, 17:03","14 Dec 2025, 17:41","","Squat (Smith Machine)",,"",1,"normal",90,13,,,
"Afternoon workout 💪","14 Dec 2025, 17:03","14 Dec 2025, 17:41","","Seated Leg Curl (Machine)",,"",0,"normal",130,7,,,
"Afternoon workout 💪","14 Dec 2025, 17:03","14 Dec 2025, 17:41","","Seated Leg Curl (Machine)",,"",1,"failure",130,8,,,
"Afternoon workout 💪","14 Dec 2025, 17:03","14 Dec 2025, 17:41","","Leg Extension (Machine)",,"",0,"normal",240,9,,,
"Afternoon workout 💪","14 Dec 2025, 17:03","14 Dec 2025, 17:41","","Leg Extension (Machine)",,"",1,"failure",200,12,,,
"Afternoon workout 💪","14 Dec 2025, 17:03","14 Dec 2025, 17:41","","Hip Abduction (Machine)",,"",0,"normal",185,8,,,
"Afternoon workout 💪","14 Dec 2025, 17:03","14 Dec 2025, 17:41","","Hip Abduction (Machine)",,"",1,"normal",185,9,,,
"Afternoon workout 💪","13 Dec 2025, 17:13","13 Dec 2025, 17:50","","Overhead Press (Smith Machine)",,"",0,"normal",70,6,,,
"Afternoon workout 💪","13 Dec 2025, 17:13","13 Dec 2025, 17:50","","Overhead Press (Smith Machine)",,"",1,"normal",70,7,,,
"Afternoon workout 💪","13 Dec 2025, 17:13","13 Dec 2025, 17:50","","Overhead Press (Smith Machine)",,"",2,"normal",55,17,,,
"Afternoon workout 💪","13 Dec 2025, 17:13","13 Dec 2025, 17:50","","Lateral Raise (Machine)",,"",0,"normal",80,13,,,
"Afternoon workout 💪","13 Dec 2025, 17:13","13 Dec 2025, 17:50","","Lateral Raise (Machine)",,"",1,"normal",80,14,,,
"Afternoon workout 💪","13 Dec 2025, 17:13","13 Dec 2025, 17:50","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",120,13,,,
"Afternoon workout 💪","13 Dec 2025, 17:13","13 Dec 2025, 17:50","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",120,22,,,
"Afternoon workout 💪","13 Dec 2025, 17:13","13 Dec 2025, 17:50","","Triceps Pushdown",,"",0,"normal",67.5,14,,,
"Afternoon workout 💪","13 Dec 2025, 17:13","13 Dec 2025, 17:50","","Triceps Pushdown",,"",1,"normal",67.5,14,,,
"Afternoon workout 💪","13 Dec 2025, 17:13","13 Dec 2025, 17:50","","Triceps Pushdown",,"",2,"normal",67.5,10,,,
"Afternoon workout 💪","12 Dec 2025, 12:13","12 Dec 2025, 13:04","","Shoulder Press (Dumbbell)",,"",0,"normal",80,7,,,
"Afternoon workout 💪","12 Dec 2025, 12:13","12 Dec 2025, 13:04","","Shoulder Press (Dumbbell)",,"",1,"normal",85,4,,,
"Afternoon workout 💪","12 Dec 2025, 12:13","12 Dec 2025, 13:04","","Arnold Press (Dumbbell)",,"",0,"normal",65,6,,,
"Afternoon workout 💪","12 Dec 2025, 12:13","12 Dec 2025, 13:04","","Lat Pulldown (Cable)",,"",0,"normal",190,8,,,
"Afternoon workout 💪","12 Dec 2025, 12:13","12 Dec 2025, 13:04","","Lat Pulldown (Cable)",,"",1,"failure",190,8,,,
"Afternoon workout 💪","12 Dec 2025, 12:13","12 Dec 2025, 13:04","","T Bar Row",,"",0,"normal",135,6,,,
"Afternoon workout 💪","12 Dec 2025, 12:13","12 Dec 2025, 13:04","","T Bar Row",,"",1,"normal",90,10,,,
"Afternoon workout 💪","12 Dec 2025, 12:13","12 Dec 2025, 13:04","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",65,10,,,
"Afternoon workout 💪","12 Dec 2025, 12:13","12 Dec 2025, 13:04","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",65,8,,,
"Afternoon workout 💪","12 Dec 2025, 12:13","12 Dec 2025, 13:04","","Rear Delt Reverse Fly (Machine)",,"",0,"failure",130,14,,,
